name,athlete.sex,athlete.country,start_date_local,distance,achievement_count,type,kudos_count
Corrida vespertina,M,Brazil,2014-07-25T16:34:15Z,7755.2,3,Run,0
"10/14/2014 Saint-Paul-lès-Durance, Provence-Alpes-Côte d'Azur, France",M,France,2014-10-14T11:58:41Z,10635.7,0,Run,0
Morning Run - Thorpe Arnold,F,United Kingdom,2015-01-06T21:14:13Z,4828.0,0,Run,0
8 miles done before the sun rose with Christina and Riley (the dog),F,United States,2016-01-21T05:51:15Z,12896.9,6,Run,7
Lunch Ride,F,United Kingdom,2014-10-18T12:32:16Z,14970.1,4,Ride,0
08/12/2014 Australia,F,Australia,2014-08-12T06:10:39Z,2200.0,0,Swim,0
Upper Kananaskis Lake Loop,M,Canada,2015-08-16T12:09:59Z,15331.7,1,Run,0
Afternoon Run,F,Germany,2015-01-27T13:38:39Z,6034.4,1,Run,2
BUCS Sprint WU,M,United Kingdom,2015-05-03T14:06:06Z,2237.7,0,Run,0
Los Robles Triunfo Trailhead,M,United States,2015-02-15T07:47:22Z,22975.7,0,Ride,1
"06/26/2015 Los Angeles, California",F,United States,2015-06-26T03:58:17Z,7980.3,1,Ride,1
Nachmittagslauf,F,Germany,2015-03-22T14:15:10Z,21231.1,9,Run,4
"08/05/2014 Givry, Walloon Region, Belgium",M,Belgique,2014-08-05T18:43:10Z,44904.0,1,Ride,3
What a lovely night for a lunar eclipse,F,Australia,2014-04-15T18:53:44Z,5008.9,0,Ride,1
Giro mattutino,M,Italia,2014-01-12T10:09:38Z,42208.4,3,Ride,0
DOMEÑO (Ida por Casinos),M,Spain,2015-09-25T08:50:00Z,88010.0,0,Ride,0
Morning Run,F,Canada,2015-03-19T09:37:11Z,4472.6,1,Run,0
Morning Hike,F,United States,2015-05-24T10:11:04Z,6119.6,0,Run,0
Namiddagrit,F,The Netherlands,2015-10-31T14:33:22Z,2604.7,0,Ride,0
Afternoon Ride work break,F,Nederland,2014-03-12T14:30:17Z,31815.8,5,Ride,1
07/12/2015,M,United States,2015-07-12T15:51:34Z,4549.1,0,Swim,0
Evening Run,M,United Kingdom,2015-10-29T19:41:29Z,5632.8,5,Run,0
1 commute,M,United States,2015-11-27T07:39:04Z,16739.0,0,Ride,21
"08/13/2015 Hope Valley, United Kingdom",M,United States,2015-08-13T12:38:01Z,24629.7,0,Ride,0
Easy Run,F,United States,2016-02-28T09:32:24Z,8062.4,0,Run,0
Morning Ride,M,United Kingdom,2015-08-05T09:43:54Z,36574.7,1,Ride,1
Commuting,M,United Kingdom,2014-08-20T07:43:06Z,8908.3,13,Ride,0
Really very nice and good ride.,M,United States,2014-02-16T08:06:49Z,60378.4,5,Ride,0
"01/27/2015 West Lakes Shore, South Australia, Australia",F,Australia,2015-01-27T07:22:56Z,16101.2,1,Run,0
"5/13/14 Worcester, England, United Kingdom",M,United Kingdom,2014-05-13T12:34:11Z,8353.3,6,Run,0
07/03/14 Commute home,M,United Kingdom,2014-03-07T19:14:34Z,31528.5,0,Ride,11
"06/28/2015 São Paulo, SP, Brazil",M,Brasil,2015-06-28T08:50:32Z,14684.8,1,Ride,1
Morning walk,F,United States,2015-08-01T09:21:25Z,6799.9,0,Walk,0
"Okay, TOMORROW I'm riding outside!",M,United States,2014-09-22T18:09:25Z,21689.6,0,Ride,4
Lunch Ride,M,Storbritannien,2015-10-03T12:20:39Z,22112.3,0,Ride,3
Afternoon Ride,,Denmark,2015-12-07T16:14:09Z,20529.6,0,Ride,0
Morning Ride,M,The Netherlands,2015-11-12T07:28:16Z,41280.7,0,Ride,0
Morning Ride,F,United States,2016-04-13T05:36:16Z,17083.7,23,Ride,11
Afternoon Activity,M,The Netherlands,2016-01-23T14:09:40Z,25798.5,0,IceSkate,0
We <3 Manchester 10k!!!,F,United Kingdom,2015-07-12T09:40:24Z,9961.1,7,Run,5
晨間跑步,F,Taiwan,2015-06-25T04:56:40Z,5517.3,0,Run,1
"04/15/2015 Foz do Arelho, Leiria, Portugal",F,Portugal,2015-04-15T18:38:49Z,6208.7,0,Walk,0
Evening Cat 6,M,New Zealand,2015-11-21T18:16:17Z,4871.2,0,Ride,0
Nachmittagslauf,F,Germany,2015-10-06T16:12:19Z,2590.5,0,Run,4
"09/21/2014 Mieussy, Rhone-Alpes, France",M,France,2014-09-21T08:38:42Z,19793.3,5,Run,0
"08/26/2014 Moimenta da Beira Municipality, Portugal, Viseu District, Portugal",M,Portugal,2014-08-26T10:51:39Z,6804.9,0,Ride,0
Evening Run,M,United Kingdom,2016-02-03T18:46:24Z,7521.8,0,Run,6
Evening Ride,M,United Kingdom,2015-10-21T18:22:28Z,18728.9,0,Ride,1
Morning workdown after longrun,F,United Kingdom,2016-02-19T10:45:10Z,1604.6,0,Workout,0
mo  mud,M,United States,2016-01-30T08:47:59Z,31385.8,1,Ride,2
MTB fun @ Helen's Tower with Muddy Butts :),F,United Kingdom,2015-06-30T18:36:38Z,19735.0,14,Ride,1
"08/12/2014 Emsworth, England, United Kingdom",F,United Kingdom,2014-12-08T08:39:26Z,65904.3,31,Ride,6
Evening Walk,F,United States,2014-01-22T18:03:51Z,4952.3,0,Walk,0
Sortie à vélo l'après-midi,M,France,2016-03-17T13:23:52Z,23932.3,8,Ride,3
"Hello, Sunday-",F,United States,2015-07-05T07:49:46Z,2987.2,0,Run,0
The Sufferfest: Revolver,M,United States,2014-04-08T04:06:31Z,22317.8,0,Ride,0
Rustige triathlon hardlooptraining ,F,Netherlands,2016-04-14T08:14:57Z,10021.1,1,Run,8
Morning Ride,M,United States,2016-03-15T09:03:54Z,28284.2,1,Ride,0
Tie hack to Snowmass,F,United States,2015-07-19T09:21:32Z,26573.3,5,Run,0
Desoto  ride ,F,United States,2014-10-09T12:08:51Z,37434.5,5,Ride,10
Afternoon Ride,,United States,2014-07-31T16:33:42Z,94146.6,10,Ride,3
"06/26/2015 Oliva, Comunidad Valenciana, Spain",M,España,2015-06-26T11:43:20Z,10356.0,0,Run,0
Cold Morning Ride,M,Australia,2015-08-28T05:46:49Z,27353.3,0,Ride,6
Recados con la flaca ,M,Spain,2015-09-06T19:07:16Z,14605.0,5,Ride,1
Vuelta en bici matutina,F,Colombia,2014-11-02T06:15:36Z,12490.1,0,Ride,1
"Some of the Larigru.... Bad weather, Mum's post chemo feet playing up and Strava packin in! ",F,United Kingdom,2014-09-06T06:45:17Z,24434.3,4,Run,3
Afternoon Run,F,United States,2013-12-27T14:02:18Z,8046.7,0,Run,0
Snatch 'm d'r in,M,Nederland,2015-08-24T18:00:00Z,0.0,0,Crossfit,0
Morning Ride,,Denmark,2016-04-17T08:40:20Z,78193.4,0,Ride,0
"02/15/2015 Rhossili, United Kingdom",F,United Kingdom,2015-02-15T15:21:51Z,0.0,0,Run,0
Morning Ride,F,United States,2015-06-13T08:21:32Z,30811.1,2,Ride,0
Pedal com a cunhada preguiça pura!!!!,M,Brazil,2014-09-22T19:54:08Z,16026.1,0,Ride,2
Crosscountry skiing exploration of the Nordic track under the cover of darkness ,F,United States,2014-12-18T19:56:09Z,2182.1,0,NordicSki,0
Night Ride,M,ประเทศไทย,2015-09-17T01:21:35Z,4276.5,0,Ride,1
"Limone """"Vertikal"""" 2015 variant",F,Norway,2015-10-16T18:59:45Z,5853.8,2,Run,13
Morning Ride,M,United Kingdom,2016-03-09T07:26:33Z,6078.9,0,Ride,0
"05/01/2015 Singapore, Singapore",F,Singapore,2015-05-01T09:20:54Z,14565.0,2,Run,0
Afternoon Ride,F,New Zealand,2016-02-23T16:28:05Z,20002.2,8,Ride,0
"13/11/2014 Varese, Lombardy, Italy",M,Italia,2014-11-13T15:54:42Z,6208.0,0,Run,3
Afternoon Run,M,United States,2016-04-05T17:13:55Z,11448.5,0,Run,6
Evening Run,F,Australia,2014-02-04T18:36:18Z,5404.7,1,Run,0
"22.04.15 Kaiserslautern, Rhineland-Palatinate, Germany",M,Deutschland,2015-04-22T18:34:42Z,12889.5,0,Run,0
安装功率计,M,China,2015-05-20T16:34:10Z,14660.1,0,Ride,0
Chicago - Cycle - Cyclemeter,M,United States,2015-01-03T10:51:03Z,0.2,0,Ride,0
"03/04/2015 Mandeville, LA",M,United States,2015-03-04T16:38:09Z,14452.0,0,Ride,0
Walk up Pontesbury hill with the gang ,,United Kingdom,2015-09-27T18:22:44Z,5403.0,5,Run,0
Morning Run,F,United States,2015-01-09T10:39:43Z,4870.3,0,Run,0
"Power test 05/27/2014 Houston, TX",M,United States,2014-05-27T06:20:55Z,31623.2,1,Ride,3
19/07/15 Switzerland,F,Switzerland,2015-07-19T09:02:29Z,27814.3,0,Ride,0
Lunch Ride with a slow puncture,M,United Kingdom,2014-11-22T12:59:32Z,46040.8,8,Ride,2
Morning Ride,M,India,2016-01-30T05:02:17Z,41009.0,9,Ride,3
"12/01/2014 Paris, Île-de-France, France",M,France,2014-01-12T10:32:10Z,10052.0,5,Run,0
Morning Ride,F,Germany,2015-09-08T10:18:48Z,3232.2,0,Ride,0
Morning Run,F,,2016-02-22T09:51:21Z,4507.7,5,Run,0
03/24/2014 Italia,F,Italia,2014-03-24T15:20:49Z,0.0,0,Ride,0
Thailand Day 3,F,Australia,2014-06-16T09:48:06Z,71559.5,1,Ride,1
Morning Run (SCR Squad),M,United Kingdom,2015-09-13T09:50:51Z,5081.3,1,Run,0
Radfahrt am Morgen,F,Germany,2016-04-08T08:06:00Z,14555.1,0,Ride,1
"06/01/2015 Sheringham, Easy run with Will Gentry",F,United Kingdom,2015-06-01T17:00:11Z,1721.4,0,Run,2
Test,,United Kingdom,2014-09-20T12:09:08Z,214.5,0,Swim,0
Afternoon Run,F,Australia,2015-09-20T15:58:30Z,6813.2,1,Run,3
Morning Ride,F,Australia,2016-02-10T06:55:47Z,10108.8,0,Ride,0
Pedaal A rit6,M,België,2013-12-29T08:44:15Z,77346.6,22,Ride,0
Norwich - Cycle - Cyclemeter,M,United Kingdom,2015-05-07T15:35:32Z,4303.3,0,Ride,0
"Quick three with Emily. Happy Friday, BAMRs!",F,United States,2015-08-28T04:52:20Z,5250.4,0,Run,38
Namiddagrit,F,Belgium,2015-05-11T13:13:42Z,25486.7,11,Ride,4
Afternoon walk ,F,United Kingdom,2015-01-30T13:17:39Z,3966.4,4,Run,0
To the ball game!,F,United States,2014-07-17T18:12:51Z,3137.3,1,Ride,2
Evening Run,M,United Kingdom,2016-01-02T19:07:11Z,3836.7,0,Run,4
Evening Run,F,United Kingdom,2014-09-22T19:37:34Z,5195.5,1,Run,0
Dutiful husband done...evening spin done,M,United Kingdom,2015-09-06T17:00:34Z,61415.2,30,Ride,5
Lunch Run,M,United Kingdom,2015-12-08T12:52:51Z,7280.7,1,Run,0
Afternoon Walk,F,Australia,2015-01-19T13:47:00Z,1082.1,0,Walk,0
Tramping in Jandles,F,United States,2016-02-24T12:01:01Z,5577.6,0,Hike,4
Pedalada ao entardecer,M,Brazil,2016-02-23T18:59:35Z,30235.5,0,Ride,6
"13/07/14 Windsor SL4, UK, England, United Kingdom",F,United States,2014-07-13T12:10:49Z,21248.3,14,Ride,0
"18/11/2014 Selby District, North Yorkshire, UK, England, United Kingdom",M,United Kingdom,2014-11-18T06:58:02Z,23376.5,0,Ride,0
豊田市 - 自転車 - Walkmeter,M,Japan,2015-09-07T07:25:46Z,7054.5,0,Ride,0
Afternoon Cycle,F,United Kingdom,2015-09-06T16:17:32Z,10341.6,0,Ride,2
Morning Ride,F,France,2015-05-02T08:56:16Z,37026.9,12,Ride,0
Pedal noturno / Praia da Raposa - MA,F,Brazil,2015-12-17T19:18:54Z,54172.0,0,Ride,15
benidorm la clasica-nocturna,M,Spain,2014-11-20T17:09:26Z,20501.9,19,Ride,3
Morning Run,F,United States,2016-03-03T07:09:01Z,7656.3,2,Run,1
Morning Ride,M,Ireland,2014-05-12T08:06:56Z,5445.7,1,Ride,0
3rd marathon training run,M,United Kingdom,2014-01-12T09:57:51Z,22409.6,7,Run,3
Morning Run with Nic,F,United States,2015-06-01T05:48:13Z,4067.5,0,Run,2
10/30/2014 Spain,F,Spain,2014-10-30T16:54:00Z,0.0,0,Ride,0
Carrera matutina,F,Spain,2015-03-20T08:29:34Z,4450.1,1,Run,0
Afternoon Work Walk,F,United States,2016-02-24T14:05:26Z,1661.2,0,Walk,0
Lunch Ride,F,United States,2014-05-28T11:01:33Z,41622.4,0,Ride,0
Good friday short.,M,United States,2015-04-03T10:26:45Z,12881.1,0,Ride,3
Afternoon Ride,F,United Kingdom,2014-04-08T17:15:11Z,33373.8,5,Ride,1
"08/26/2014 New Farm, QLD, Australia",F,Australia,2014-08-26T18:57:21Z,4991.2,0,Run,0
Afternoon Run,F,United States,2014-09-18T16:43:21Z,3880.0,2,Run,2
Woodhill Xterra,F,New Zealand,2015-08-30T09:01:24Z,18647.6,0,Run,3
"06/25/2015 Flower Mound, TX",F,United States,2015-06-25T06:27:16Z,32162.6,0,Ride,1
Nantwich run,F,United Kingdom,2015-02-23T17:43:31Z,9147.6,1,Run,2
"06/08/2015 Reading, England, United Kingdom",M,United Kingdom,2015-08-06T17:42:38Z,5343.6,1,Run,0
"03/25/2015 London, United Kingdom",F,France,2015-03-25T18:22:36Z,2124.2,4,Run,0
Gauciel Course à pied,M,France,2015-01-08T08:34:19Z,6096.4,1,Run,1
Morning Run,F,United States,2015-03-18T08:25:02Z,4998.9,1,Run,2
Sortie à vélo canal du midi 1,F,France,2014-11-23T08:29:54Z,12163.6,0,Ride,1
"08/15/2015 Lake Worth, FL",M,United States,2015-08-15T08:22:33Z,5331.7,0,Run,0
Sortie à vélo en soirée,F,Switzerland,2016-02-09T09:45:07Z,11000.0,0,Ride,2
Morning Run,M,India,2015-09-27T05:32:03Z,15068.6,6,Run,2
Stairclimber + Treadmill Sprints,F,United States,2015-07-25T09:10:00Z,8046.7,0,Run,2
And the rest,F,United Kingdom,2015-08-10T17:43:21Z,27055.6,10,Ride,6
Afternoon Run,F,United Kingdom,2015-08-27T17:20:46Z,3772.0,0,Run,0
"12/11/2013 Whittle-le-Woods, United Kingdom",M,United Kingdom,2013-12-11T06:37:06Z,26430.3,1,Ride,0
"08/11/2015 Landeck, Tirol, Austria",F,Austria,2015-08-11T16:04:13Z,2470.0,0,Ride,0
Morning Run,F,Australia,2016-03-01T05:32:57Z,7518.7,0,Run,0
Afternoon Mile stupid strata distance,F,United States,2016-03-14T17:26:30Z,681.8,0,Run,0
Morning Run,F,United Kingdom,2015-02-18T10:50:01Z,1661.1,4,Run,0
Morning Run,F,United Kingdom,2016-04-03T10:07:26Z,0.0,0,Run,0
Giro mattutino,M,Italy,2015-06-02T06:28:00Z,75857.6,17,Ride,0
Santa's little helper .....,F,United Kingdom,2014-12-25T06:59:18Z,53256.3,9,Ride,5
BAC Trainer - Milage,M,United States,2015-10-08T05:23:00Z,49889.7,0,Ride,0
Her-Gamlev-Hallermoen sk-Hauanv-Bedehus-Vallersv-Djupdalsv-Her,M,Norway,2014-03-25T12:00:53Z,8654.9,0,Walk,0
Lap Swim (Free Style and Side Stroke),F,United States,2014-03-21T09:45:00Z,402.3,0,Swim,0
Morning Run,M,United Kingdom,2016-02-08T07:42:28Z,3509.3,4,Run,0
Afternoon Run,F,United States,2016-03-27T16:50:02Z,4056.1,4,Run,1
I needed to push the stress away!!,F,,2016-01-28T06:12:48Z,9978.0,0,Run,2
Pott Row Slow Run,F,United Kingdom,2014-11-09T13:38:57Z,14353.6,0,Run,0
Corrida matutina,F,,2016-04-16T09:37:17Z,8431.3,0,Run,0
Ochtendrit,M,The Netherlands,2015-09-20T07:32:02Z,98263.7,15,Ride,1
Ride home from work,M,Australia,2014-05-28T18:02:10Z,22372.8,7,Ride,0
Bonfire hill to water board wall,F,United Kingdom,2014-02-09T13:01:38Z,26599.8,3,Ride,0
Ortega ride.,M,United States,2015-05-17T09:38:11Z,28896.6,30,Ride,0
Morning Run,F,United States,2016-03-02T06:35:09Z,6437.4,0,Run,1
Wexford Running,F,United States,2015-05-05T12:21:16Z,397.6,0,Run,0
"Ritje linkhout, lummen",M,België,2015-08-08T08:14:23Z,92629.3,8,Ride,10
Old Faithful,M,United States,2014-12-20T05:18:47Z,7431.7,0,Run,1
"12/10/2014 Farmington, Utah",M,United States,2014-12-10T19:32:56Z,5107.8,0,Run,2
Lunch Ride,M,United States,2015-11-27T12:49:07Z,30421.4,2,Ride,1
Morning Run,M,Canada,2015-08-01T08:51:03Z,5898.2,2,Run,0
Morning Run,F,United States,2015-09-02T06:38:11Z,8760.5,4,Run,0
Lunch Ride,F,United Kingdom,2014-12-17T11:56:05Z,3547.0,0,Ride,0
Bar Method - cross training makes me feel weak!,F,United States,2014-01-21T16:18:26Z,0.0,0,Workout,19
Afternoon Run,M,Norway,2014-03-08T13:55:54Z,4840.0,0,Run,0
Afternoon Ride,M,United Kingdom,2015-05-30T14:25:43Z,66534.4,20,Ride,2
Long run,M,Australia,2015-07-26T15:21:00Z,24811.6,7,Run,0
footing de récup,M,France,2015-10-02T16:13:19Z,5225.1,0,Run,0
Morning Ride,F,United Kingdom,2015-07-09T07:55:12Z,17094.5,6,Ride,0
Morning Ride,F,United Kingdom,2015-08-21T08:09:07Z,15706.7,9,Ride,0
Morning Ride,F,United Kingdom,2015-05-16T10:24:20Z,19252.3,15,Ride,0
Ochtendrit,M,The Netherlands,2015-08-30T09:34:45Z,117046.0,0,Ride,2
Scout Scar,F,United Kingdom,2015-08-06T19:38:37Z,3257.7,0,Run,0
"08/07/2015 Ebbw Vale, United Kingdom",M,United Kingdom,2015-07-08T19:08:31Z,16066.0,4,Ride,9
25-02-15 Belgium,M,Belgium,2015-02-25T17:29:27Z,0.0,0,Ride,0
Morning Ride,M,Australia,2015-10-27T05:56:54Z,24650.9,0,Ride,0
"17/04/2014 Hoenderloo, GE, The Netherlands",F,United Kingdom,2014-04-17T09:03:27Z,8992.5,0,Run,0
Morning Ride,F,United States,2015-05-19T08:12:16Z,4880.1,0,Ride,0
"06/10/2014 Ringwood, England, United Kingdom",M,United Kingdom,2014-06-10T18:44:27Z,6721.1,0,Run,0
Morning Ride,F,United States,2015-11-03T04:35:19Z,47475.5,2,Ride,28
Pedalada ao entardecer,M,Brasil,2016-02-18T18:08:19Z,16603.8,2,Ride,0
Another good Friday night mtb,F,United States,2015-08-07T18:02:09Z,20472.9,14,Ride,4
Nachmittagfahrt,M,Switzerland,2014-04-06T13:34:34Z,18820.2,6,Ride,1
Almost Didn't get Anything:  I did get a phone!,F,United States,2014-09-11T16:10:56Z,6604.8,0,Run,2
"1 pneu furado, 2 tombos e muito single track.  #NQSF",M,República Federativa do Brasil,2015-07-26T07:24:04Z,83598.3,8,Ride,16
"I can't feel my quads, but I love it..? ",F,Bermuda,2015-12-13T11:55:43Z,7054.2,0,Run,3
"04/26/2015 Vista de los Ángeles-Rumina, Andalucía, Spain",,Spain,2015-04-26T09:47:27Z,53117.4,5,Ride,0
Blister In The Sun,F,United States,2014-09-03T18:46:22Z,6373.6,0,Run,0
저녁 라이딩,M,South Korea,2015-08-23T21:01:12Z,13480.9,0,Ride,3
Morning Run,F,Portugal,2016-03-16T05:36:19Z,10171.4,2,Run,5
"05/14/2014 Livermore, CA",F,United States,2014-05-14T20:09:49Z,4851.2,3,Run,0
Easy Road- Low HR,F,United States,2014-04-12T08:56:56Z,30799.0,1,Ride,1
Afternoon Ride,M,United Kingdom,2014-09-05T16:41:15Z,3567.8,0,Ride,0
Morning Run,F,Canada,2014-01-25T08:27:23Z,4225.9,0,Run,0
"Ride to Long Beach, SGRT, Valley Blvd, then....body said ""no more""",M,United States,2014-10-24T07:00:27Z,166813.0,78,Ride,23
Vinyasa Flow Yoga,F,,2016-04-02T09:32:19Z,190.0,0,Yoga,0
"25' en 15""""/15""""",M,France,2016-03-31T16:47:33Z,12661.4,6,Run,3
02/11/2015 - Morning Ride,M,Australia,2015-11-02T06:15:32Z,17489.0,2,Ride,0
Morning Run,F,United Kingdom,2015-01-20T10:18:34Z,5257.3,0,Run,0
"Desvirgando a carletto, el lobo mordió ",M,Spain,2015-12-30T09:56:18Z,48755.2,4,Ride,27
Morning Ride,M,,2016-03-27T09:48:42Z,22220.7,1,Ride,2
"11/03/2014 Almaty, Almaty Province, Kazakhstan",M,Kazakhstan,2014-11-03T08:35:22Z,11813.2,0,Ride,1
"04/01/2014 Kilmarnock, Scotland, United Kingdom",F,United Kingdom,2014-04-01T19:30:17Z,1083.2,0,Run,0
"07/07/2015 Ellicott City, Maryland",M,United States,2015-07-07T09:46:12Z,57645.8,1,Ride,0
Morning Ride,F,United States,2016-01-31T08:51:27Z,16375.9,0,Ride,0
Corrida pela manhã,M,Portugal,2015-04-11T09:19:17Z,8537.0,0,Run,0
KBGS Amazing Race,M,Australia,2015-03-30T09:37:47Z,26736.4,0,Walk,0
seçim turu,M,Turkey,2014-03-30T08:08:27Z,32945.8,14,Ride,5
"04/10/2015 Denver, CO",M,United States,2015-04-10T14:30:09Z,32431.5,2,Ride,1
Tempo,F,United States,2015-12-17T12:25:41Z,8557.5,0,Run,0
Afternoon Ride,F,United States,2015-06-28T15:55:19Z,3608.8,0,Ride,0
Morning Run,F,United States,2016-04-01T06:26:23Z,8256.0,0,Run,1
AH to Home,F,United States,2014-11-11T07:05:15Z,3811.4,0,Run,2
Nunspeet,M,The Netherlands,2015-07-29T14:25:38Z,49034.8,0,Ride,3
Last Run of 2015,F,United States,2015-12-31T12:29:11Z,10152.8,3,Run,0
Lunch Run,F,United Kingdom,2014-12-07T12:32:08Z,4029.0,4,Run,0
Morning Walk,M,South Africa,2014-10-16T08:31:07Z,4140.1,0,Walk,0
Lunch Run,F,United Arab Emirates,2015-07-22T12:02:04Z,8020.7,1,Run,0
Afternoon Walk,M,United Kingdom,2015-12-03T14:31:42Z,2684.8,0,Walk,1
"02/07/2015 Springfield, England, United Kingdom",F,United Kingdom,2015-02-07T08:08:38Z,11297.0,1,Run,0
03/01/15,M,United States,2015-03-01T09:48:59Z,0.0,0,Ride,0
"Let the """"taper"""" begin",F,South Africa,2016-02-16T05:35:48Z,22615.6,12,Ride,17
Giro mattutino,M,Italy,2013-08-24T09:15:02Z,50436.6,17,Ride,0
"Big night"""" run",M,United States,2014-08-27T19:29:46Z,8288.9,0,Run,2
Lindsey Rose Trail Run,F,United Kingdom,2015-07-15T11:48:50Z,11265.4,0,Run,2
100 lengths 25mtr pool lovely ,M,United Kingdom,2016-01-25T07:33:03Z,2500.0,0,Swim,6
"03/20/2015 Orpington, United Kingdom",F,United Kingdom,2015-03-20T09:24:13Z,8992.7,1,Run,1
Cinctorres-Ares,M,España,2015-10-01T18:47:11Z,29348.1,0,VirtualRide,3
Afternoon Ride,M,Norway,2014-07-29T17:53:41Z,8606.7,2,Ride,1
Lunch Ride sunday,M,United States,2014-01-12T12:02:33Z,35259.3,21,Ride,0
Morning Ride,M,Spain,2016-04-15T10:57:38Z,74285.9,2,Ride,2
"10/19/2014 Cherry Hills Village, Colorado",M,United States,2014-10-19T11:38:21Z,49996.2,1,Ride,0
"South Cerney RR...well part of it, crash back of bunch, couldn't catch the bunch!  :( ",M,United Kingdom,2015-05-24T15:31:58Z,20171.9,12,Ride,0
"06/28/2015 Klagenfurt am Wörthersee, Kärnten, Austria",F,Turkey,2015-06-28T16:30:43Z,41032.9,8,Run,10
Woke up this morning and me left calf hurt only thing I did yesterday was have a eye test,M,United Kingdom,2016-01-06T10:27:29Z,39421.6,3,Ride,2
Morning Ride,M,United Kingdom,2015-09-26T07:30:41Z,79955.9,5,Ride,29
Thursday shred fest,M,Australia,2014-10-09T16:57:19Z,24690.5,44,Ride,7
Morning Run,F,Australia,2015-08-20T06:00:49Z,6062.2,0,Run,0
Morning Ride,M,Australia,2015-01-27T07:23:32Z,42969.7,16,Ride,0
First time with clipless pedals,F,United States,2015-06-23T17:22:04Z,11740.1,2,Ride,1
"07/20/2014 Cinderford, England, United Kingdom",F,United Kingdom,2014-07-20T12:43:33Z,9981.0,8,Run,0
"01/04/2015 Avon, Ohio",F,United States,2015-01-04T16:39:46Z,4021.5,0,Run,0
Afternoon Ride,F,United States,2014-04-16T17:16:13Z,1526.2,0,Ride,0
"Chinese Camp School - Steep side of Marsha's Flat 01/18/14 Jamestown, CA",F,United States,2014-01-18T09:34:00Z,51064.2,6,Ride,15
"09/27/2014 Quebec, Canada",M,Canada,2014-09-27T18:17:23Z,11930.7,5,Run,0
Upper mosq Crk along Baden Powell return,F,Canada,2014-09-06T12:00:29Z,4669.9,0,Run,0
Carrera matutina,F,Spain,2016-01-23T07:23:38Z,9483.6,0,Run,0
Afternoon Ride,M,United States,2016-04-10T15:20:07Z,40463.9,0,Ride,0
행주산성에서 집으로,F,South Korea,2015-09-06T21:22:25Z,17032.1,9,Ride,2
Night Run,M,Philippines,2014-04-28T21:25:13Z,20399.7,8,Run,1
Morning Ride,M,Royaume-Uni,2015-04-05T08:36:02Z,48184.5,0,Ride,3
From the mountains...to the ocean,M,United States,2014-06-29T11:13:46Z,4412.6,0,Ride,1
"05/09/2015 Camp Hill, Pennsylvania",F,United States,2015-05-09T10:14:55Z,10573.0,0,Run,0
Evening Ride,M,Australia,2016-04-12T19:06:01Z,13650.1,0,Ride,0
Morning Run,F,United Kingdom,2015-10-03T09:00:36Z,4902.1,8,Run,1
Lunch Run,M,United Kingdom,2015-01-16T12:23:46Z,0.0,0,Run,0
Carrera vespertina,F,Norway,2014-09-21T19:15:29Z,6529.1,6,Run,0
Spin cllass,M,United States,2015-11-03T12:50:00Z,20921.5,0,Ride,0
Entrenamiento vespertino,F,Mexico,2015-02-23T18:24:35Z,5416.4,0,Ride,0
Giro pomeridiano,M,Italy,2015-04-29T16:31:31Z,11348.6,0,Ride,0
Afternoon Ride,M,Sweden,2014-06-18T16:18:03Z,13168.4,0,Ride,0
Night Ride,M,United States,2015-10-14T22:49:09Z,6199.9,0,Ride,3
Track night,F,United States,2015-07-30T19:26:32Z,5675.4,1,Run,4
04/02/2015 Récupération active ,M,France,2015-04-02T14:22:21Z,75815.1,0,Ride,12
Afternoon Run,,,2016-01-23T16:06:05Z,10239.8,2,Run,0
"07/16/2014 Qunaba, QLD, Australia",F,Australia,2014-07-16T04:58:49Z,8310.5,3,Run,0
"1/14/14 Manchester, England, United Kingdom",F,United Kingdom,2014-01-14T07:15:45Z,6913.6,0,Ride,0
"07/07/2015 Jawa Barat, Indonesia",M,Indonesia,2015-07-07T05:24:53Z,43725.6,5,Ride,25
Yay!,F,United States,2015-04-02T19:10:32Z,5077.5,1,Run,0
Morning Run,F,United States,2015-12-07T09:03:30Z,4899.8,0,Run,9
Course à pied Dol de Bretagne,M,France,2015-08-31T16:44:23Z,7294.2,0,Run,9
Morning Run,F,United States,2015-07-06T09:23:01Z,7492.5,3,Run,0
Rainy run,F,United Kingdom,2015-05-18T11:00:00Z,5000.0,0,Run,6
"Blockhouse Bounce with Clive - 02/05/2015 Cape Town, Western Cape, South Africa",F,South Africa,2015-02-05T16:56:36Z,28343.3,36,Ride,10
"9/6/14 Leioa, Euskadi, Spain",M,Spain,2014-06-09T18:18:34Z,58743.9,1,Ride,0
Carrera vespertina,F,Argentina,2015-09-13T18:15:52Z,4256.9,4,Run,0
"07/28/2014 Saint Cloud, IDF, France, Sortie Parc de St cloud",M,United States,2014-07-28T15:10:05Z,12100.8,2,Run,1
Home from Work,F,,2016-02-24T21:20:00Z,16490.0,0,Ride,1
Hot and bothered,M,United Kingdom,2014-06-18T16:06:12Z,39089.0,0,Ride,0
Lunch Ride,M,Canada,2014-08-19T11:49:04Z,6101.8,0,Ride,2
Elephant to Home 7 with laptop,F,United Kingdom,2014-04-09T18:17:28Z,11354.3,8,Run,2
"06/19/2015 commute home with dome gravel riding Decatur, Georgia",M,United States,2015-06-19T07:41:21Z,14973.9,1,Ride,0
